"Date","Price","Open","High","Low","Vol.","Change %"
"12/21/2021","48.7297","48.8583","48.9142","48.7562","0.19K","0.13%"
"12/20/2021","48.6679","48.8307","48.8629","48.5750","0.58K","0.11%"
"12/17/2021","48.6125","48.8000","48.8331","48.5500","1.09K","0.13%"
"12/16/2021","48.5513","48.7739","48.8025","48.5500","1.00K","0.11%"
"12/15/2021","48.4990","48.7431","48.7763","48.3500","1.08K","0.13%"
"12/14/2021","48.4374","48.7175","48.7455","48.3700","0.81K","0.11%"
"12/13/2021","48.3862","48.6863","48.7200","48.3500","0.51K","-0.62%"
"12/10/2021","48.6863","48.6614","48.6912","48.3700","0.56K","0.05%"
"12/09/2021","48.6614","48.6315","48.6639","48.3500","0.83K","0.06%"
"12/08/2021","48.6315","48.6048","48.6340","48.2000","1.08K","0.06%"
"12/07/2021","48.6048","48.5745","48.6073","48.2500","1.03K","0.06%"
"12/06/2021","48.5745","48.5488","48.5770","48.1250","0.74K","0.05%"
"12/03/2021","48.5488","48.2832","48.5488","48.0706","1.07K","1.17%"
"12/02/2021","47.9893","48.2588","48.2856","47.9400","1.08K","0.10%"
"12/01/2021","47.9404","48.2281","48.2612","47.9000","1.09K","0.13%"
"11/30/2021","47.8791","48.2123","48.2305","48.0787","0.72K","-0.69%"
"11/29/2021","48.2123","48.1963","48.2590","48.1884","0.51K","0.03%"
"11/26/2021","48.1963","48.1832","48.2163","47.9867","1.08K","0.03%"
"11/25/2021","48.1832","48.1676","48.1832","47.9970","1.11K","0.03%"
"11/24/2021","48.1676","48.1540","48.1701","47.9594","0.74K","0.03%"
"11/23/2021","48.1540","48.1376","48.1565","48.1138","0.67K","0.03%"
"11/22/2021","48.1376","48.1237","48.1474","47.8988","0.50K","0.03%"
"11/19/2021","48.1237","48.1076","48.1262","48.0999","0.99K","0.03%"
"11/18/2021","48.1076","48.0935","48.1100","47.8382","1.03K","0.03%"
"11/17/2021","48.0935","48.0771","48.0935","47.8150","0.79K","0.03%"
"11/16/2021","48.0771","47.6051","48.1544","47.6051","0.76K","1.11%"
"11/15/2021","47.5510","47.5897","47.6051","47.5897","0.96K","0.07%"
"11/12/2021","47.5201","47.5761","47.7440","47.5360","0.92K","0.06%"
"11/11/2021","47.4930","47.5598","47.7140","47.5598","1.13K","0.07%"
"11/10/2021","47.4603","47.5456","47.5622","47.2500","1.14K","0.06%"
"11/09/2021","47.4318","47.5294","47.6689","47.2500","0.69K","0.07%"
"11/08/2021","47.3996","47.5154","47.6473","47.2500","1.22K","0.06%"
"11/05/2021","47.3716","47.4994","47.5178","47.2600","0.54K","0.07%"
"11/04/2021","47.3394","47.4856","47.5622","47.2000","0.57K","0.06%"
"11/03/2021","47.3120","47.4691","47.5318","47.2500","0.55K","0.07%"
"11/02/2021","47.2789","47.4549","47.5821","47.2500","0.55K","0.06%"
"11/01/2021","47.2505","47.4389","47.5658","47.2299","0.39K","0.07%"
"10/29/2021","47.2184","47.4082","47.4412","47.3693","0.55K","0.13%"
"10/28/2021","47.1571","47.3820","47.4106","47.1000","0.54K","0.11%"
"10/27/2021","47.1048","47.3517","47.3844","47.2794","0.98K","0.13%"
"10/26/2021","47.0442","47.3259","47.3541","46.9500","0.68K","0.11%"
"10/25/2021","46.9925","47.2952","47.3283","46.9500","0.41K","-0.64%"
"10/22/2021","47.2952","47.2699","47.2976","46.9100","0.83K","0.05%"
"10/21/2021","47.2699","47.2398","47.2723","46.8868","0.62K","0.06%"
"10/20/2021","47.2398","47.2141","47.2422","46.8500","0.64K","0.05%"
"10/19/2021","47.2141","47.1842","47.2380","46.6250","0.75K","0.06%"
"10/18/2021","47.1842","47.1842","47.1866","46.6500","0.33K","0.00%"
"10/15/2021","47.1842","47.1593","47.1842","46.6250","0.56K","0.05%"
"10/14/2021","47.1593","46.6001","47.1593","46.5535","0.55K","1.20%"
"10/13/2021","46.5991","46.5741","46.6996","46.5005","0.39K","0.11%"
"10/12/2021","46.5470","46.5438","46.7798","46.4716","0.55K","0.13%"
"10/11/2021","46.4866","46.5181","46.7191","46.5181","0.46K","0.11%"
"10/08/2021","46.4350","46.4891","46.6379","46.4655","0.54K","0.13%"
"10/07/2021","46.3770","46.4587","46.4937","46.4426","0.56K","0.13%"
"10/06/2021","46.3163","46.4342","46.5479","46.3500","0.56K","0.11%"
"10/05/2021","46.2673","46.4044","46.4686","46.3374","0.52K","0.45%"
"10/04/2021","46.0600","46.3809","46.4356","46.2600","0.31K","-0.22%"
"10/01/2021","46.1606","46.3509","46.3871","46.3347","0.61K","0.13%"
"09/30/2021","46.1007","46.3377","46.3555","46.1500","0.54K","0.06%"
"09/29/2021","46.0744","46.3218","46.3424","46.1000","0.56K","0.07%"
"09/28/2021","46.0426","46.3086","46.3265","46.1003","0.54K","0.06%"
"09/27/2021","46.0160","46.3086","46.3178","46.0161","0.50K","0.00%"
"09/24/2021","46.0160","46.2922","46.3132","46.1120","1.13K","0.07%"
"09/23/2021","45.9833","46.2791","46.3015","46.0300","1.08K","0.06%"
"09/22/2021","45.9571","46.2635","46.4103","46.0000","0.91K","0.07%"
"09/21/2021","45.9259","46.2500","46.3740","45.9250","1.23K","-0.70%"
"09/20/2021","46.2500","46.2351","46.3705","46.0824","0.77K","0.03%"
"09/17/2021","46.2351","46.2213","46.2397","46.0525","1.15K","0.03%"
"09/16/2021","46.2213","46.2046","46.2262","45.8250","0.99K","0.04%"
"09/15/2021","46.2046","46.1913","46.2138","45.7675","1.13K","0.03%"
"09/14/2021","46.1913","46.1753","46.1959","45.9646","1.09K","0.03%"
"09/13/2021","46.1753","46.1618","46.1800","45.8290","0.63K","0.03%"
"09/10/2021","46.1618","46.1460","46.1665","46.1161","1.10K","0.03%"
"09/09/2021","46.1460","46.1324","46.1460","46.1324","0.82K","0.03%"
"09/08/2021","46.1324","46.1161","46.1324","45.8757","0.82K","0.04%"
"09/07/2021","46.1161","46.1011","46.1161","45.6704","0.85K","0.03%"
"09/06/2021","46.1011","45.7246","46.1011","45.7246","0.35K","1.17%"
"09/03/2021","45.5692","45.7114","45.7971","45.7114","1.08K","0.06%"
"09/02/2021","45.5428","45.6950","45.7705","45.6659","0.78K","0.07%"
"09/01/2021","45.5100","45.6814","45.7618","45.6495","1.04K","0.06%"
"08/31/2021","45.4827","45.6516","45.7101","45.6358","1.12K","0.13%"
"08/30/2021","45.4232","45.6271","45.6562","45.5802","0.75K","0.11%"
"08/27/2021","45.3742","45.5985","45.6363","45.4909","1.04K","0.13%"
"08/26/2021","45.3171","45.5737","45.6031","45.2600","1.05K","0.11%"
"08/25/2021","45.2673","45.5436","45.5783","45.2250","1.07K","0.13%"
"08/24/2021","45.2072","45.5167","45.5482","45.3881","1.11K","-0.68%"
"08/23/2021","45.5167","45.4872","45.5259","45.2000","0.62K","0.06%"
"08/20/2021","45.4872","45.4628","45.4918","45.1500","0.94K","0.05%"
"08/19/2021","45.4628","45.4345","45.4674","45.1195","1.11K","0.06%"
"08/18/2021","45.4345","45.1450","45.4391","44.9500","1.00K","1.10%"
"08/17/2021","44.9400","45.1158","45.1544","44.9000","1.15K","0.13%"
"08/16/2021","44.8817","45.0881","45.1204","44.8500","0.64K","0.12%"
"08/13/2021","44.8261","45.0628","45.0926","44.9799","0.57K","0.11%"
"08/12/2021","44.7755","45.0391","45.0718","44.9733","0.59K","0.11%"
"08/11/2021","44.7281","45.0093","45.0391","44.6359","0.24K","-0.62%"
"08/10/2021","45.0093","44.9868","45.0139","44.8474","0.88K","0.05%"
"08/09/2021","44.9868","44.9349","45.0333","44.7503","0.64K","0.12%"
"08/06/2021","44.9349","44.9349","44.9874","44.9349","0.22K","0.00%"
"08/05/2021","44.9349","44.9056","44.9394","44.3152","0.45K","0.07%"
"08/04/2021","44.9056","44.4422","44.9056","44.4422","0.55K","1.12%"
"08/03/2021","44.4074","44.4196","44.4422","44.4196","0.87K","0.10%"
"08/02/2021","44.3622","44.3908","44.4196","44.3908","0.42K","0.13%"
"07/30/2021","44.3046","44.3746","44.4037","44.3022","0.52K","0.07%"
"07/29/2021","44.2723","44.3613","44.4041","44.3171","0.82K","0.06%"
"07/28/2021","44.2457","44.3447","44.3657","44.2534","0.33K","0.08%"
"07/27/2021","44.2125","44.3317","44.4336","44.2500","0.70K","0.06%"
"07/26/2021","44.1865","44.3160","44.3317","44.2100","0.61K","0.07%"
"07/23/2021","44.1551","44.3026","44.3316","44.2000","0.78K","0.06%"
"07/22/2021","44.1282","44.2864","44.3070","43.9724","0.89K","0.07%"
"07/21/2021","44.0960","44.2732","44.2864","44.1000","0.76K","0.06%"
"07/20/2021","44.0695","44.2732","44.2732","44.1000","0.91K","0.00%"
"07/19/2021","44.0695","44.2567","44.2732","44.0500","1.11K","0.07%"
"07/16/2021","44.0365","44.0148","44.2567","43.9879","1.13K","0.07%"
"07/15/2021","44.0044","44.0018","44.1973","43.9626","0.65K","0.06%"
"07/14/2021","43.9784","43.9879","44.0692","43.9126","0.95K","0.06%"
"07/13/2021","43.9507","43.9749","44.0554","43.9126","1.09K","0.06%"
"07/12/2021","43.9248","43.9591","44.0163","43.9310","0.59K","0.07%"
"07/09/2021","43.8932","43.9454","44.0988","43.9152","1.11K","0.06%"
"07/08/2021","43.8656","43.9291","44.0686","43.8300","1.10K","0.07%"
"07/07/2021","43.8332","43.9164","43.9608","43.8853","0.94K","0.06%"
"07/06/2021","43.8077","43.9000","44.2538","43.8625","0.68K","0.07%"
"07/05/2021","43.7749","43.8862","43.9938","43.8563","0.47K","0.06%"
"07/02/2021","43.7474","43.8707","43.9505","43.7500","1.09K","0.07%"
"07/01/2021","43.7163","43.8581","43.8898","43.7000","1.11K","0.06%"
"06/30/2021","43.6910","43.8458","43.9095","43.7000","0.94K","0.06%"
"06/29/2021","43.6665","43.8310","43.8848","43.8022","0.74K","0.07%"
"06/28/2021","43.6368","43.8182","43.8515","43.5400","0.61K","0.06%"
"06/25/2021","43.6114","43.8032","43.8294","43.4000","0.63K","0.07%"
"06/24/2021","43.5814","43.7904","43.8077","43.4000","0.52K","0.06%"
"06/23/2021","43.5557","43.7749","43.7948","43.3488","0.41K","0.07%"
"06/22/2021","43.5248","43.7464","43.7794","43.3800","0.77K","0.13%"
"06/21/2021","43.4677","43.7464","43.7508","43.3200","0.54K","0.00%"
"06/18/2021","43.4677","43.7336","43.7508","43.7029","1.02K","0.06%"
"06/17/2021","43.4421","43.7188","43.7380","43.3000","0.88K","0.07%"
"06/16/2021","43.4126","43.7062","43.7233","43.7006","1.00K","0.06%"
"06/15/2021","43.3874","43.6911","43.7107","43.3500","0.78K","-0.70%"
"06/14/2021","43.6911","43.6787","43.6955","43.3500","0.68K","0.03%"
"06/11/2021","43.6787","43.6633","43.6836","43.3500","0.48K","0.04%"
"06/10/2021","43.6633","43.6517","43.6633","43.4947","0.74K","1.78%"
"06/09/2021","42.9000","43.3549","43.6561","43.1500","0.08K","-1.69%"
"06/08/2021","43.6366","43.6246","43.6409","43.5815","0.63K","0.03%"
"06/07/2021","43.6246","43.6097","43.6336","43.3008","0.29K","0.03%"
"06/04/2021","43.6097","43.5975","43.6305","43.1000","0.83K","0.03%"
"06/03/2021","43.5975","43.5821","43.6101","43.5543","1.11K","0.04%"
"06/02/2021","43.5821","43.5703","43.6032","43.0500","1.07K","0.03%"
"06/01/2021","43.5703","43.5552","43.5955","43.0500","0.77K","-0.07%"
"05/31/2021","43.6018","43.5251","43.6018","43.5251","0.09K","0.18%"
"05/28/2021","43.5251","43.5251","43.5619","42.9600","0.86K","0.00%"
"05/27/2021","43.5251","42.9827","43.5251","42.9297","1.41K","1.33%"
"05/26/2021","42.9559","42.9531","43.1066","42.7000","1.38K","0.14%"
"05/25/2021","42.8967","42.9193","42.9893","42.7000","1.45K","0.16%"
"05/24/2021","42.8290","42.8887","42.9708","42.7000","0.73K","0.14%"
"05/21/2021","42.7679","42.8545","42.9490","42.8116","1.32K","0.16%"
"05/20/2021","42.6996","42.8248","42.9633","42.7774","0.79K","0.14%"
"05/19/2021","42.6401","42.7910","42.8533","42.6186","1.08K","0.16%"
"05/18/2021","42.5724","42.7610","42.7952","42.5937","1.30K","0.14%"
"05/17/2021","42.5125","42.7275","42.7653","42.5000","0.80K","0.16%"
"05/14/2021","42.4454","42.6973","42.7318","42.4400","1.28K","0.14%"
"05/13/2021","42.3852","42.6973","42.7016","42.2750","1.08K","0.00%"
"05/12/2021","42.3852","42.6642","42.7016","42.3000","1.30K","-0.65%"
"05/11/2021","42.6642","42.6348","42.6684","42.3374","1.30K","0.07%"
"05/10/2021","42.6348","42.6012","42.6423","42.2600","0.79K","0.08%"
"05/07/2021","42.6012","42.5717","42.6055","42.1800","1.28K","0.07%"
"05/06/2021","42.5717","42.5389","42.5919","42.1842","1.23K","0.08%"
"05/05/2021","42.5389","42.5389","42.5676","42.0800","0.96K","0.00%"
"05/04/2021","42.5389","42.5095","42.5747","41.9150","0.70K","0.07%"
"05/03/2021","42.5095","42.1025","42.5095","41.8200","0.86K","1.35%"
"04/30/2021","41.9424","42.1025","42.1158","41.8200","1.06K","0.00%"
"04/29/2021","41.9424","42.0891","42.1158","41.8200","1.43K","0.06%"
"04/28/2021","41.9156","42.0718","42.1044","41.8169","1.34K","0.08%"
"04/27/2021","41.8812","42.0587","42.0830","41.8200","1.52K","0.06%"
"04/26/2021","41.8549","42.0418","42.0652","41.7850","0.69K","0.08%"
"04/23/2021","41.8210","42.0284","42.0522","41.8000","0.68K","0.06%"
"04/22/2021","41.7942","42.0125","42.0326","41.7650","0.67K","0.08%"
"04/21/2021","41.7625","41.8055","42.0168","41.7638","1.10K","0.06%"
"04/20/2021","41.7358","41.7882","41.8397","41.7466","1.33K","0.08%"
"04/19/2021","41.7012","41.7753","41.8084","41.7466","0.77K","0.06%"
"04/16/2021","41.6753","41.6969","41.8029","41.6553","1.28K","0.08%"
"04/15/2021","41.6412","41.6838","41.7206","41.3550","1.29K","0.06%"
"04/14/2021","41.6150","41.6676","41.6838","41.3500","1.31K","0.08%"
"04/13/2021","41.5825","41.6541","41.6905","41.3500","1.27K","0.06%"
"04/12/2021","41.5555","41.6377","41.6888","41.3250","0.59K","0.08%"
"04/09/2021","41.5227","41.6245","41.6674","41.5962","0.76K","0.68%"
"04/08/2021","41.2409","41.6077","41.6329","41.4968","0.31K","-0.53%"
"04/07/2021","41.4626","41.5946","41.6119","41.5662","0.65K","0.06%"
"04/06/2021","41.4365","41.5778","41.5988","41.5532","0.93K","0.08%"
"04/05/2021","41.4029","41.5646","41.5820","41.5232","0.83K","0.06%"
"04/02/2021","41.3765","41.5472","41.5688","41.3969","1.42K","0.08%"
"04/01/2021","41.3417","41.5346","41.5518","41.4933","1.37K","0.06%"
"03/31/2021","41.3165","41.5010","41.5388","41.4933","1.42K","0.16%"
"03/30/2021","41.2493","41.4715","41.5052","41.4598","0.88K","0.14%"
"03/29/2021","41.1904","41.4380","41.4757","41.4304","0.55K","-0.60%"
"03/26/2021","41.4380","41.4085","41.4464","41.3804","0.41K","0.30%"
"03/25/2021","41.3132","41.3760","41.3844","41.3048","0.30K","-0.15%"
"03/24/2021","41.3760","41.3468","41.3802","41.3350","0.62K","0.07%"
"03/23/2021","41.3468","41.3143","41.3510","41.3059","0.64K","0.08%"
"03/22/2021","41.3143","41.2855","41.3185","41.2734","0.55K","0.07%"
"03/19/2021","41.2855","41.2527","41.2897","40.6185","0.62K","0.08%"
"03/18/2021","41.2527","40.7131","41.2527","40.5907","0.53K","1.37%"
"03/17/2021","40.6941","40.6800","40.7131","40.6800","0.64K","0.16%"
"03/16/2021","40.6279","40.6510","40.7408","40.4118","0.88K","0.14%"
"03/15/2021","40.5699","40.6194","40.7118","40.4118","0.82K","0.16%"
"03/12/2021","40.5067","40.5907","40.6490","40.4118","1.29K","0.14%"
"03/11/2021","40.4493","40.5584","40.6143","40.4118","1.25K","0.16%"
"03/10/2021","40.3847","40.5302","40.5723","40.2500","1.28K","0.14%"
"03/09/2021","40.3282","40.4990","40.5342","40.1750","0.94K","0.15%"
"03/08/2021","40.2658","40.4714","40.5030","40.1750","0.57K","0.14%"
"03/05/2021","40.2107","40.4429","40.4754","40.1775","1.00K","0.14%"
"03/04/2021","40.1537","40.4112","40.4429","40.0500","1.26K","-0.64%"
"03/03/2021","40.4112","40.3836","40.4152","40.0500","0.70K","0.07%"
"03/02/2021","40.3836","40.3836","40.3876","39.9000","0.50K","0.00%"
"03/01/2021","40.3836","40.3518","40.3876","39.9000","0.56K","0.08%"
"02/26/2021","40.3518","40.3344","40.3559","39.9000","0.73K","0.04%"
"02/25/2021","40.3344","40.3195","40.3344","40.1216","0.87K","0.04%"
"02/24/2021","40.3195","40.3008","40.3236","39.8750","1.30K","0.05%"
"02/23/2021","40.3008","40.2852","40.3048","39.8300","0.88K","0.04%"
"02/22/2021","40.2852","40.2665","40.2892","39.8000","0.69K","0.05%"
"02/19/2021","40.2665","40.2506","40.2665","39.8000","0.86K","0.04%"
"02/18/2021","40.2506","40.2321","40.2506","39.7500","1.18K","0.05%"
"02/17/2021","40.2321","40.1211","40.2321","39.7000","0.99K","0.28%"
"02/16/2021","40.1211","40.1031","40.1251","39.6500","0.73K","0.05%"
"02/15/2021","40.1031","40.0933","40.1071","39.8250","0.57K","0.02%"
"02/12/2021","40.0933","40.0822","40.0974","39.6000","0.82K","0.03%"
"02/11/2021","40.0822","40.0727","40.0822","39.5750","1.18K","0.02%"
"02/10/2021","40.0727","40.0606","40.0727","39.5500","1.22K","0.03%"
"02/09/2021","40.0606","40.0514","40.0606","39.5000","1.24K","0.02%"
"02/08/2021","40.0514","40.0398","40.0514","39.3900","0.42K","0.03%"
"02/05/2021","40.0398","39.5153","40.0398","39.3900","0.63K","1.37%"
"02/04/2021","39.4971","39.5153","39.7188","39.3900","0.61K","0.00%"
"02/03/2021","39.4971","39.5052","39.5677","39.3800","0.88K","0.05%"
"02/02/2021","39.4770","39.4963","39.5529","39.3700","0.91K","0.05%"
"02/01/2021","39.4592","39.4845","39.4963","39.2950","0.56K","0.06%"
"01/29/2021","39.4355","39.4780","39.5032","39.3000","1.23K","0.03%"
"01/28/2021","39.4225","39.4729","39.5195","39.3000","1.27K","0.03%"
"01/27/2021","39.4123","39.4660","39.5061","39.3000","1.37K","0.04%"
"01/26/2021","39.3985","39.4610","39.5955","39.2950","0.85K","0.02%"
"01/25/2021","39.3887","39.4546","39.5857","39.3500","0.55K","0.03%"
"01/22/2021","39.3757","39.4492","39.5726","39.3000","0.81K","0.03%"
"01/21/2021","39.3650","39.4425","39.4492","39.2500","0.54K","0.03%"
"01/20/2021","39.3516","39.4378","39.4752","39.2600","1.15K","0.02%"
"01/19/2021","39.3422","39.4378","39.4715","39.3000","0.56K","0.00%"
"01/18/2021","39.3422","39.4309","39.4378","39.4309","0.57K","0.04%"
"01/15/2021","39.3284","39.4265","39.5251","39.2600","1.23K","0.02%"
"01/14/2021","39.3196","39.4206","39.5162","39.2500","1.24K","0.03%"
"01/13/2021","39.3078","39.4164","39.4578","39.2800","1.26K","0.02%"
"01/12/2021","39.2994","39.4101","39.4203","39.2750","1.23K","0.03%"
"01/11/2021","39.2868","39.4062","39.4832","39.2750","0.73K","0.02%"
"01/08/2021","39.2789","39.4011","39.4753","39.2500","1.22K","0.03%"
"01/07/2021","39.2687","39.4011","39.4332","39.2917","1.05K","0.00%"
"01/06/2021","39.2687","39.3883","39.4650","39.2500","1.25K","0.06%"
"01/05/2021","39.2432","39.3779","39.4394","39.2500","1.26K","0.05%"
"01/04/2021","39.2224","39.3572","39.4185","39.2000","0.87K","0.11%"
"01/01/2021","39.1809","39.3572","39.3945","39.3572","0.49K","0.00%"
"12/31/2020","39.1809","39.3356","39.3768","39.2000","1.32K","0.11%"
"12/30/2020","39.1378","39.3096","39.3416","39.2715","1.31K","0.13%"
"12/29/2020","39.0858","39.2865","39.3135","39.2453","1.13K","0.12%"
"12/28/2020","39.0396","39.2346","39.2944","39.1461","0.83K","0.14%"
"12/25/2020","38.9858","39.2346","39.2596","39.1558","0.22K","-0.63%"
"12/24/2020","39.2346","39.2059","39.2386","39.0626","1.30K","0.07%"
"12/23/2020","39.2059","39.1828","39.2138","39.1824","1.37K","0.06%"
"12/22/2020","39.1828","39.1558","39.1867","38.7950","1.37K","0.07%"
"12/21/2020","39.1558","39.1319","39.1637","38.8100","0.87K","0.06%"
"12/18/2020","39.1319","39.1038","39.1440","38.4800","1.22K","0.07%"
"12/17/2020","39.1038","39.0810","39.1260","38.5804","1.25K","0.06%"
"12/16/2020","39.0810","39.0546","39.1097","38.5804","1.21K","0.07%"
"12/15/2020","39.0546","39.0334","39.0546","39.0334","1.23K","0.05%"
"12/14/2020","39.0334","38.4485","39.0744","38.4100","0.82K","2.05%"
"12/11/2020","38.2500","38.4485","38.4977","38.3250","1.23K","-0.47%"
"12/10/2020","38.4318","38.4268","38.5315","38.3300","1.22K","0.11%"
"12/09/2020","38.3885","38.4011","38.4931","38.3250","1.20K","0.13%"
"12/08/2020","38.3371","38.3780","38.5288","38.3300","1.25K","0.12%"
"12/07/2020","38.2908","38.3512","38.4552","38.3130","0.86K","0.14%"
"12/04/2020","38.2372","38.3298","38.4284","38.2500","1.35K","0.11%"
"12/03/2020","38.1944","38.3042","38.3853","38.2000","1.04K","0.13%"
"12/02/2020","38.1433","38.2846","38.3340","38.1759","1.27K","0.10%"
"12/01/2020","38.1041","38.2584","38.3008","38.1000","1.27K","0.14%"
"11/30/2020","38.0516","38.2480","38.2664","38.0000","0.81K","0.05%"
"11/27/2020","38.0307","38.2204","38.2556","38.1340","0.63K","0.15%"
"11/26/2020","37.9756","38.2204","38.2356","38.1809","0.27K","0.00%"
"11/25/2020","37.9756","38.2090","38.2243","37.9500","0.58K","0.06%"
"11/24/2020","37.9528","38.1946","38.2128","37.9884","0.61K","0.08%"
"11/23/2020","37.9240","38.1842","38.2023","37.9306","0.56K","0.06%"
"11/20/2020","37.9031","38.1690","38.1918","37.9000","1.35K","-0.70%"
"11/19/2020","38.1690","38.1594","38.1747","37.8890","1.39K","0.03%"
"11/18/2020","38.1594","38.1451","38.1632","37.8500","1.31K","0.04%"
"11/17/2020","38.1451","38.1353","38.1527","37.8800","1.45K","0.03%"
"11/16/2020","38.1353","38.1199","38.1391","37.8000","0.89K","0.04%"
"11/13/2020","38.1199","38.1093","38.1241","37.7500","1.22K","0.03%"
"11/12/2020","38.1093","38.0965","38.1132","37.8000","1.20K","0.03%"
"11/11/2020","38.0965","38.0871","38.1040","37.9071","1.28K","0.02%"
"11/10/2020","38.0871","38.0733","38.0910","37.7500","1.37K","0.04%"
"11/09/2020","38.0733","38.0631","38.0810","37.7054","0.91K","0.03%"
"11/06/2020","38.0631","38.0499","38.0670","37.6300","1.26K","0.03%"
"11/05/2020","38.0499","38.0396","38.0561","37.6000","1.31K","0.03%"
"11/04/2020","38.0396","38.0271","38.0561","37.5500","1.33K","0.03%"
"11/03/2020","38.0271","38.0060","38.0271","37.6000","0.69K","0.06%"
"11/02/2020","38.0060","38.0060","38.0344","37.6000","0.43K","0.00%"
"10/30/2020","38.0060","37.9822","38.0439","37.5000","1.27K","0.06%"
"10/29/2020","37.9822","37.9822","37.9991","37.5500","0.99K","0.00%"
"10/28/2020","37.9822","37.9652","38.0471","37.6525","1.28K","0.04%"
"10/27/2020","37.9652","37.4633","37.9652","37.4041","1.28K","1.46%"
"10/26/2020","37.4184","37.4446","37.6055","37.3541","0.78K","0.10%"
"10/23/2020","37.3810","37.4222","37.5453","37.3291","0.63K","0.12%"
"10/22/2020","37.3362","37.4071","37.4617","37.2500","1.16K","0.08%"
"10/21/2020","37.3060","37.3855","37.4432","37.3418","1.39K","0.12%"
"10/20/2020","37.2628","37.3704","37.4338","37.2500","1.42K","0.08%"
"10/19/2020","37.2326","37.3503","37.3927","37.1000","0.81K","0.11%"
"10/16/2020","37.1925","37.3336","37.3735","37.1000","1.26K","0.09%"
"10/15/2020","37.1590","37.3132","37.3489","37.1000","1.40K","0.11%"
"10/14/2020","37.1182","37.2954","37.3211","37.0000","1.31K","0.10%"
"10/13/2020","37.0826","37.2732","37.3069","37.2212","0.71K","0.12%"
"10/12/2020","37.0381","37.2582","37.2732","37.2582","0.53K","0.08%"
"10/09/2020","37.0082","37.0388","37.2657","36.9500","0.63K","0.10%"
"10/08/2020","36.9694","37.0241","37.1543","36.9000","0.65K","0.08%"
"10/07/2020","36.9399","37.0022","37.0771","36.9652","0.64K","0.12%"
"10/06/2020","36.8960","36.9855","37.0805","36.8000","0.64K","0.09%"
"10/05/2020","36.8628","36.9653","37.0471","36.8000","0.53K","0.11%"
"10/02/2020","36.8223","36.9506","37.0064","36.8000","0.80K","0.08%"
"10/01/2020","36.7928","36.9153","36.9767","36.7500","0.82K","0.19%"
"09/30/2020","36.7223","36.9153","36.9153","36.7200","1.01K","0.00%"
"09/29/2020","36.7223","36.9065","36.9264","36.8698","1.27K","0.05%"
"09/28/2020","36.7047","36.8938","36.9139","36.7000","0.67K","0.07%"
"09/25/2020","36.6794","36.8845","36.8991","36.7000","1.27K","0.05%"
"09/24/2020","36.6607","36.8711","36.8882","36.6500","1.27K","0.07%"
"09/23/2020","36.6339","36.8616","36.8748","36.6100","1.30K","0.05%"
"09/22/2020","36.6149","36.8493","36.8830","36.6336","1.27K","0.07%"
"09/21/2020","36.5904","36.8399","36.8531","36.7368","0.87K","0.05%"
"09/18/2020","36.5714","36.8269","36.8436","36.5774","1.28K","-0.69%"
"09/17/2020","36.8269","36.8181","36.8269","36.5750","1.28K","0.02%"
"09/16/2020","36.8181","36.8059","36.8218","36.5200","1.27K","0.03%"
"09/15/2020","36.8059","36.7970","36.8096","36.4500","1.27K","0.02%"
"09/14/2020","36.7970","36.7841","36.8080","36.4594","0.82K","0.03%"
"09/11/2020","36.7841","36.7841","36.7952","36.4810","0.60K","0.00%"
"09/10/2020","36.7841","36.7760","36.7878","36.4854","0.63K","0.02%"
"09/09/2020","36.7760","36.7634","36.7901","36.4400","0.63K","0.03%"
"09/08/2020","36.7634","36.7532","36.7748","36.4500","0.65K","0.03%"
"09/07/2020","36.7532","36.7450","36.7532","36.7450","0.56K","0.02%"
"09/04/2020","36.7450","36.7135","36.7487","36.3580","0.64K","0.09%"
"09/03/2020","36.7135","36.6906","36.7317","36.6562","0.83K","0.06%"
"09/02/2020","36.6906","36.6643","36.7084","36.6643","1.33K","0.07%"
"09/01/2020","36.6643","36.6318","36.6908","36.6318","1.15K","0.09%"
"08/31/2020","36.6318","36.0690","36.6318","36.0528","0.19K","1.50%"
"08/28/2020","36.0905","36.0934","36.2409","35.9695","0.68K","0.10%"
"08/27/2020","36.0553","36.0634","36.1489","36.0214","1.43K","0.17%"
"08/26/2020","35.9952","36.0435","36.1114","36.0076","1.25K","0.11%"
"08/25/2020","35.9556","36.0197","36.0797","35.9838","1.35K","0.13%"
"08/24/2020","35.9079","35.9890","36.0538","35.9532","0.57K","0.17%"
"08/21/2020","35.8465","35.9696","36.0145","35.9532","0.70K","0.11%"
"08/20/2020","35.8076","35.9202","36.0067","35.9034","0.54K","0.12%"
"08/19/2020","35.7646","35.9188","35.9649","35.8475","0.51K","0.46%"
"08/18/2020","35.6000","35.8992","35.9260","35.6817","0.38K","-0.19%"
"08/17/2020","35.6669","35.8721","35.9100","35.6504","0.32K","0.15%"
"08/14/2020","35.6127","35.8549","35.8721","35.7735","1.38K","-0.68%"
"08/13/2020","35.8549","35.8298","35.8585","35.5500","1.39K","0.07%"
"08/12/2020","35.8298","35.8130","35.8772","35.5000","1.37K","0.05%"
"08/11/2020","35.8130","35.7892","35.8166","35.4250","1.37K","0.07%"
"08/10/2020","35.7892","35.7892","35.7892","35.3471","0.53K","1.53%"
